	individual_1	individual_2	individual_3	individual_4	individual_5	individual_6
cg16988212	NA	NA	NA	NA	NA	NA
cg16989719	0.864278149	0.83846728	0.79941266	NA	0.905037377	0.767556196
cg17017317	NA	NA	NA	NA	NA	NA
cg17028443	0.533403557	0.551596395	0.579108791	0.461313339	0.538095848	0.562584879
cg17045801	0.018773587	0.015993862	0.015166651	0.01645009	0.015409158	0.017994811
cg17046141	0.81365149	0.876719635	0.752804924	0.790044827	0.799288077	0.832387896
cg17051628	NA	NA	NA	NA	NA	NA
cg17051704	0.767329161	0.740520286	0.701270015	NA	0.678167274	NA
cg17057702	NA	NA	NA	NA	NA	NA
cg17068236	0.057699568	0.053215712	0.065367602	0.027244732	0.021464991	0.022664762
cg17107459	0.023207621	0.021701682	0.020684361	0.020100203	0.022102777	0.020891353
cg17107691	0.945879504	0.963550315	0.975185999	0.926328693	0.960035021	0.968411718
cg17113602	NA	NA	NA	NA	NA	NA
cg17136073	0.8439718	0.872974055	0.89570925	0.789902143	0.892640627	0.859783458
cg17144548	0.9587878	0.953838706	0.953554185	0.93762456	0.950792307	0.944968771
cg17149911	NA	NA	NA	NA	NA	NA
cg17171259	NA	NA	NA	NA	NA	NA
cg17173975	0.116343936	0.108142162	0.108916066	0.15121816	0.102343574	0.133916731
cg17192511	0.963404053	0.961192028	0.965145686	0.950590327	0.965001705	0.955249379
cg17240725	0.772832251	0.854558815	0.88172675	0.779974242	0.860192365	0.788677528
cg17248267	NA	NA	NA	NA	NA	NA
cg17250863	0.692009942	0.651642512	0.743684602	0.711820498	0.645693668	0.73611288
cg17261120	0.425391458	0.404147733	0.397755185	0.35125449	0.486558378	0.421531397
cg17271269	NA	NA	NA	NA	NA	NA
cg17291251	0.316287676	0.268363662	0.238610477	0.417758993	0.343534127	0.332964743
cg17333051	0.118530548	0.090755583	0.09831762	0.148924619	0.10470554	0.128783918
cg17366378	0.05935456	0.039509564	0.054951506	0.04598102	0.045165394	0.055176562
cg17372047	NA	NA	NA	NA	NA	NA
cg17389738	0.452519768	0.451150046	0.525394804	0.313799015	0.392545116	0.372956445
cg17434901	0.843085496	0.843224645	0.859897393	0.804114246	0.854195859	0.843364061
cg17465227	0.965269724	0.963639018	0.970031434	0.9511435	0.966150349	0.953747472
cg17476320	0.382135996	0.328319043	0.359224257	0.436574424	0.38524499	0.338115116
cg17512993	0.9126757	0.917739089	0.913006095	0.960908161	0.935942895	0.940009655
cg17524265	0.423902535	0.576778025	0.59901435	0.402889528	0.404058261	0.408453839
cg17530337	NA	NA	NA	NA	NA	NA
cg17565478	0.8891401	0.893773401	0.904542715	0.894611871	0.929382426	0.910361105
cg17573813	0.508215215	0.503845022	0.499982331	0.065445875	0.040153249	0.056272518
cg17611936	NA	NA	NA	NA	NA	NA
cg17681491	0.278816546	0.242504685	0.191292869	0.260158841	0.263123895	0.253985885
cg17685628	0.135735751	0.12429937	0.134468913	0.161348397	0.137783609	0.121424967
cg17707870	NA	NA	NA	NA	NA	NA
cg17712092	0.943029901	0.962004758	0.960640233	0.90121175	0.929774919	0.936138049
cg17723206	NA	NA	NA	NA	NA	NA
cg17724366	0.919970447	0.918720795	0.918365949	0.879715849	0.935803241	0.916980573
cg17726105	NA	NA	NA	NA	NA	NA
cg17731776	0.904631696	0.907727336	0.909352115	0.903503285	0.925065114	0.929225792
cg17743012	0.843887235	0.901652388	0.877870492	0.874002765	0.877301215	0.873676239
cg17803235	NA	NA	NA	NA	NA	NA
cg17805540	0.205631285	0.161063176	0.158615261	0.204975673	0.185996368	0.176877723
cg17811452	NA	NA	NA	NA	NA	NA
cg17830140	NA	NA	NA	NA	NA	NA
cg17840469	0.959458471	0.961773919	0.95674426	0.954401162	0.958557321	0.952751596
cg17851795	0.887477544	0.88277002	0.899533517	0.875688859	0.903885971	0.872711217
cg17861458	0.950260317	0.946754004	0.951600596	0.923632318	0.937174195	0.937431883
cg17869311	NA	NA	NA	NA	NA	NA
cg17893767	NA	NA	NA	NA	NA	NA
cg17945962	0.5	0.467663396	0.298775626	0.750756172	0.50431545	0.585574753
cg17946668	0.922982955	0.936733526	0.911303134	0.934913658	0.912528452	0.936701476
cg17951978	NA	NA	NA	NA	NA	NA
cg17953636	NA	NA	NA	NA	NA	NA
cg17965223	NA	NA	NA	NA	NA	NA
cg17975000	NA	NA	NA	NA	NA	NA
cg17984267	0.891152077	0.856495827	0.889907017	0.841348167	0.903632669	0.896901222
cg18032891	NA	NA	NA	NA	NA	NA
cg18061711	0.876344064	0.852550328	0.918237646	NA	0.87453338	NA
cg18062025	0.902489703	0.929175218	0.907341525	0.922273536	0.927600553	0.908730843
cg18088032	0.742212042	0.720903223	0.791243482	0.698315932	0.7978163	0.748470554
cg18104870	NA	NA	NA	NA	NA	NA
cg18139612	0.947862207	0.94437003	0.947344382	0.942452793	0.931724392	0.946672351
cg18141891	0.955190792	0.945885043	0.963524153	0.924487443	0.956224725	0.935052599
cg18148498	NA	NA	NA	NA	NA	NA
cg18182844	NA	NA	NA	NA	NA	NA
cg18183774	0.928656416	0.926286793	0.933874106	0.927339521	0.938661893	0.929592559
cg18194032	0.817913832	0.85657526	0.789814571	0.782618995	0.835526509	0.794307873
cg18217622	0.636515017	0.954743788	0.641551706	0.721393798	0.568199217	0.631985164
cg18222544	0.649024883	0.471399909	0.69660364	0.540636662	0.570128955	0.611656557
cg18227189	NA	NA	NA	NA	NA	NA
cg18239511	NA	NA	NA	NA	NA	NA
cg18244874	0.975080191	0.975744273	0.978338523	0.961260397	0.974928698	0.967604684
cg18247172	0.951329166	0.947070851	0.946760463	0.961907006	0.939022029	0.936430873
cg18273840	0.04027383	0.018370856	0.027300106	0.021661973	0.019427309	0.024847378
cg18286323	0.963036966	0.953958087	0.964300592	0.933746812	0.965897014	0.969190559
cg18315248	NA	NA	NA	NA	NA	NA
cg18317533	0.707525775	0.728822887	0.720847393	0.769300043	0.766999874	0.780709631
cg18345635	0.590665822	0.548692435	0.6615679	0.568684791	0.643414875	0.605145658
cg18353345	0.189000446	0.160983881	0.201048544	0.172690852	0.198952731	0.180814262
cg18359321	0.905602078	0.855447084	0.847972811	0.766098043	0.836305865	0.864423725
cg18361815	0.202107246	0.153152079	0.165193699	0.185161303	0.216547933	0.184011808
cg18369327	0.972808528	0.977709721	0.981608837	0.972115854	0.977761153	0.973951571
cg18375902	0.976627445	0.97838777	0.983848654	0.960505473	0.977219503	0.972110787
cg18422632	NA	NA	NA	NA	NA	NA
cg18429742	0.747665526	0.784180508	0.768897756	0.715162428	0.730921056	0.857864085
cg18450322	NA	NA	NA	NA	NA	NA
cg18459205	NA	NA	NA	NA	NA	NA
cg18459618	0.113214495	0.180943404	0.212496892	0.237423631	0.280426316	0.255604776
cg18482112	0.425509794	0.339254205	0.286772146	0.361191605	0.411282937	0.367874623
cg18496502	0.980627839	0.984178195	0.984594909	0.980532405	0.981146253	0.98003062
cg18514595	NA	NA	NA	NA	NA	NA
cg18522231	0.052215255	0.05829292	0.056290637	0.083918916	0.055875562	0.161866147
cg18531004	NA	NA	NA	NA	NA	NA
cg18532726	0.026788804	0.02698601	0.023839811	0.041848374	0.026935901	0.030441203
cg18548165	NA	NA	NA	NA	NA	NA
cg18564928	0.94584682	0.933886276	0.940164191	NA	0.936948833	0.916212269
cg18584561	NA	NA	NA	NA	NA	NA
cg18594467	0.859873658	0.876319898	0.862673915	0.884155372	0.883029678	0.901232474
cg18599996	NA	NA	NA	NA	NA	NA
cg18634211	0.196580287	0.184263584	0.07365493	0.098080417	0.185341459	0.175109339
cg18669823	NA	NA	NA	NA	NA	NA
cg18670846	NA	NA	NA	NA	NA	NA
cg18701807	0.956776613	0.951201236	0.926181006	0.949590913	0.958413024	0.95782389
cg18705279	0.173801036	0.13707606	0.153191466	0.125063437	0.152260903	0.138197651
cg18709904	NA	NA	NA	NA	NA	NA
cg18757172	0.119923357	0.104986921	0.140729914	0.112764554	0.129351008	0.072138674
cg18758230	0.018238436	0.016351605	0.02066315	0.022028004	0.020616273	0.019204933
cg18763720	0.041720932	0.046252391	0.041039189	0.056908324	0.034807903	0.049199047
cg18773591	0.40861564	0.395852153	0.42200346	0.36933404	0.38612792	0.43758698
cg18797872	NA	NA	NA	NA	NA	NA
cg18824585	0.101828221	0.077101928	0.104478203	0.085105365	0.084479554	0.113869435
cg18828268	NA	NA	NA	NA	NA	NA
cg18841521	0.9552783	0.952456752	0.963062828	0.937989571	0.956189777	0.944510942
cg18861767	NA	NA	NA	NA	NA	NA
cg18867653	0.218803798	0.169618865	0.279025987	0.172154221	0.171382345	0.234124664
cg18902795	0.95459473	0.953418821	0.956419678	0.93013506	0.952421429	0.938611995
cg18912484	NA	NA	NA	NA	NA	NA
cg18912520	0.4562425	0.464301704	0.596500927	0.352717459	0.462857972	0.392861241
cg18924562	0.65027209	0.473599421	0.373853967	NA	0.598522897	NA
cg18929590	NA	NA	NA	NA	NA	NA
cg18946805	NA	NA	NA	NA	NA	NA
cg18951332	0.271559217	0.240451495	0.226061702	0.286392715	0.302151124	0.341247748
cg18971282	NA	NA	NA	NA	NA	NA
cg18976212	0.952405517	0.961395527	0.955226798	0.936649621	0.949581147	0.95318189
cg18997918	NA	NA	NA	NA	NA	NA
cg19014289	NA	NA	NA	NA	NA	NA
cg19026029	0.947296478	0.940649809	0.927985494	0.940683724	0.931847845	0.954327039
cg19028706	0.294311096	0.317725625	0.323886562	0.272305698	0.318107367	0.322546416
cg19030620	0.161607464	0.174022848	0.194918281	0.152954726	0.159027261	0.169676002
cg19033073	0.915418141	0.925183516	0.943840245	0.925921339	0.850788645	0.877590997
cg19033654	0.381400045	0.410001974	0.565632444	0.235173017	0.238198906	0.260591249
cg19045531	0.949046648	0.94249373	0.948045297	0.906454972	0.940603873	0.919283971
cg19049724	0.95304798	0.956196514	0.964008023	0.942620656	0.960885341	0.958348485
cg19071237	0.946894836	0.94195899	0.949033302	0.91500783	0.935793198	0.937144684
cg19075614	0.086488388	0.07766702	0.060900249	0.080027918	0.091766651	0.091932018
cg19084031	0.266454385	0.333860455	0.319591232	0.190816658	0.255940588	0.226073257
cg19087971	0.4022062	0.418026016	0.339899494	0.374712003	0.336338018	0.417772193
cg19099213	0.935255597	0.941391782	0.945148044	0.945057167	0.948595258	0.935792801
cg19106179	NA	NA	NA	NA	NA	NA
cg19132232	NA	NA	NA	NA	NA	NA
cg19197915	0.809290822	0.828528919	0.877277093	0.773736833	0.754718348	0.771499995
cg19214916	0.024615118	0.024561691	0.025760429	0.032749961	0.02775343	0.034807946
cg19219435	0.826035974	0.843643492	0.840234568	0.767646554	0.784302802	0.787427385
cg19246018	0.722507877	0.76741177	0.789108618	0.73936124	0.618207879	0.645050885
cg19260663	0.940364786	0.93523661	0.941954774	0.913374368	0.946127438	0.927713878
cg19278235	0.954740455	0.957492106	0.957743367	0.939398472	0.952655411	0.952248415
cg19298821	0.95602583	0.962586781	0.958059411	0.947381197	0.957951853	0.936690011
cg19357499	0.022538865	0.094576806	0.17923065	0.023322426	0.02217604	0.023136002
cg19360425	NA	NA	NA	NA	NA	NA
cg19360794	0.912965878	0.928608003	0.93899857	0.91515907	0.883822713	0.935311834
cg19395706	0.669868403	0.718281333	0.714026334	0.564018408	0.596312306	0.608296757
cg19407385	0.379228326	0.329820613	0.329795776	0.396173265	0.322204167	0.410520319
cg19432688	NA	0.974541189	0.980276323	0.972244224	0.84760985	0.9737046
cg19441691	0.072820525	0.062689549	0.0581362	0.072224681	0.06509583	0.075308907
cg19445684	0.430628694	0.352475221	0.360430369	0.42641545	0.419507543	0.350209482
cg19461320	0.299178679	0.291581972	0.382408377	0.22266658	0.237000871	0.165387189
cg19462087	0.473287923	0.252345147	0.209229822	0.264935326	0.301777507	0.296418207
cg19480263	0.447800628	0.371649879	0.308010341	0.575449362	0.477150003	0.525826206
cg19482842	0.110619723	0.092044339	0.090390921	0.091533328	0.095082084	0.10118773
cg19518265	NA	NA	NA	NA	NA	NA
cg19532402	0.932401737	0.891939039	0.922739524	0.917009907	0.919282621	0.936795551
cg19539667	0.489500842	0.508288742	0.527211365	0.414250622	0.444935843	0.411106666
cg19542403	NA	NA	NA	NA	NA	NA
cg19544372	0.209490963	0.168259223	0.211377357	0.176150368	0.160591255	0.223828445
cg19570154	0.479718787	0.537429948	0.326088282	NA	0.528782362	NA
cg19604641	0.889984097	0.860356843	0.789248906	0.831767976	0.897334015	0.880019132
cg19638749	0.272984629	0.197971654	0.208527496	0.205751629	0.207016345	0.254583864
cg19669785	0.769325315	0.8013647	0.697316265	0.659331689	0.760040389	0.768838675
cg19683675	NA	NA	NA	NA	NA	NA
cg19698200	0.959270301	0.963642607	0.964379119	0.92084279	0.962116018	0.954684505
cg19712277	NA	NA	NA	NA	NA	NA
cg19722671	0.846868308	0.810176216	0.846986724	0.825893718	0.781142435	0.762303332
cg19726630	NA	NA	NA	NA	NA	NA
cg19726964	0.921250457	0.929883651	0.934543912	0.898534805	0.92775783	0.92259723
cg19769147	0.603523456	0.577910237	0.594679217	0.552004771	0.583434502	0.549218396
cg19776080	0.124976106	0.079039531	0.127365725	0.146662014	0.117761228	0.129564347
cg19782731	NA	NA	NA	NA	NA	NA
cg19795793	0.915925099	0.88630105	0.918643991	0.863954692	0.907727646	0.879088504
cg19878194	0.961774575	0.971590108	0.965781655	0.957771936	0.969577475	0.962372996
cg19894085	NA	NA	NA	NA	NA	NA
cg19900235	0.933835569	0.948667946	0.920271039	0.94039453	0.950411918	0.9491452
cg19915711	0.190895715	0.121755194	0.180346121	0.123051064	0.192188309	0.193851953
cg19949948	0.673716997	0.806614979	0.531000341	0.882745003	0.769823757	0.924055559
cg19953406	0.214647224	0.258675578	0.374264491	0.186171947	0.176659528	0.217271342
cg19953917	NA	NA	NA	NA	NA	NA
cg19958511	0.893941341	0.919456837	0.939546654	0.910439235	0.912428678	0.934251122
cg19980369	0.648135308	0.571940837	0.442470187	NA	0.644707088	NA
cg20024757	0.974195188	0.977840478	0.988688826	0.974325946	0.975327208	0.971436525
cg20035319	0.518565365	NA	0.431188183	NA	0.678675288	NA
cg20055841	0.014086274	0.012810866	0.012472233	0.015660934	0.014115912	0.014456819
cg20068535	0.205103754	0.229203934	0.282470631	0.147623454	0.211472595	0.188466987
cg20109054	0.1343494	0.182008913	0.152352726	0.126668643	0.189936503	0.172404183
cg20126741	NA	NA	NA	NA	NA	NA
cg20128928	0.452142436	0.42261284	0.449437312	0.360914834	0.43075396	0.419430747
cg20159490	0.923478894	0.915559264	0.948428437	0.880050616	0.919129083	0.912124192
cg20178172	0.244873211	0.228275492	0.349335037	0.106741331	0.170712889	0.123391028
cg20200629	NA	NA	NA	NA	NA	NA
cg20215438	NA	NA	NA	NA	NA	NA
cg20242427	0.8364015	0.875639691	0.884170728	0.77004541	0.748604092	0.868982405
cg20246851	0.601268437	0.684169626	0.563826263	0.661902567	0.651225588	0.67839222
cg20276743	NA	NA	NA	NA	NA	NA
cg20284508	NA	NA	NA	NA	NA	NA
cg20300784	NA	NA	NA	NA	NA	NA
cg20311754	NA	NA	NA	NA	NA	NA
cg20320575	NA	NA	NA	NA	NA	NA
cg20324110	0.977238731	0.974320208	0.976859705	0.966441587	0.975539863	0.962928614
cg20328736	NA	NA	NA	NA	NA	NA
cg20334627	0.023883521	0.02321474	0.022291573	0.025745443	0.026481613	0.024124926
cg20381963	0.026811852	0.025901434	0.024067785	0.029199607	0.029409011	0.03474764
cg20438286	0.617991106	0.598587909	0.683000836	0.642512268	0.587899074	0.721956875
cg20441902	0.931957633	0.941329855	0.918817118	0.929296863	0.939903271	0.945423115
cg20454486	0.839937672	0.815548276	0.801500363	0.75909089	0.81232582	0.796501872
cg20459037	NA	NA	NA	NA	NA	NA
cg20469139	0.100315135	0.149950856	0.242321891	0.254174821	0.298783408	0.275479027
cg20488673	0.446227568	0.429731414	0.31545819	0.500834609	0.472082797	0.426241423
cg20497631	0.719828211	0.753320942	0.783211995	0.658150211	0.748068956	0.72824095
cg20502501	NA	NA	NA	NA	NA	NA
cg20550965	NA	NA	NA	NA	NA	NA
cg20559405	0.3924469	0.433900781	0.464283122	0.424525053	0.453785302	0.441145826
cg20605886	0.665846097	0.395863308	0.320945845	0.373305273	0.272212841	0.403682407
cg20618087	NA	NA	NA	NA	NA	NA
cg20641794	0.403660923	0.423105805	0.29603606	0.465926388	0.423358442	0.521656683
cg20646846	0.827146825	0.843371508	0.593790207	0.810059355	0.799835538	0.765557379
cg20672044	0.908548492	0.901218911	0.953738613	0.941473966	0.945536853	0.938629696
cg20675971	0.784201523	0.780384427	0.899617462	0.721455866	0.794670819	0.732813827
cg20697044	0.406273021	0.413858528	0.517745078	0.387406973	0.439521283	0.425574093
cg20702875	NA	NA	NA	NA	NA	NA
cg20708173	0.168104153	0.166940862	0.185654295	0.106166621	0.134639691	0.145919026
cg20709203	NA	NA	NA	NA	NA	NA
cg20716080	0.412434513	0.446226924	0.398373205	0.43703509	0.458312469	0.448006218
cg20727124	0.911072127	0.915328432	0.920057297	0.913147682	0.927648394	0.910957309
cg20727362	0.773651815	0.66233372	0.690422433	0.697850592	0.790244601	0.840377328
cg20727637	NA	NA	NA	NA	NA	NA
cg20735369	NA	NA	NA	NA	NA	NA
cg20756026	0.466330076	0.865389172	0.837669981	0.870250745	0.120733806	0.059933166
cg20777796	0.818575276	0.84503735	0.871983618	0.705402838	0.817117025	0.788681962
cg20778915	NA	NA	NA	NA	NA	NA
cg20791291	NA	NA	NA	NA	NA	NA
cg20792436	0.202766586	0.230596037	0.194626087	0.330809477	0.2389634	0.255409318
cg20816478	0.876117447	0.867901523	0.876232279	0.820992196	0.912031423	0.86833106
cg20823859	NA	NA	NA	NA	NA	NA
cg20840847	0.821586576	0.838496508	0.815853425	0.871492592	0.846467315	0.876067215
cg20851030	0.619093825	0.673261667	0.746256814	0.716228029	0.669371579	0.528785335
cg20858107	0.273625154	0.241297071	0.220001728	NA	0.233545601	NA
cg20908276	NA	NA	NA	NA	NA	NA
cg20954971	NA	NA	NA	NA	NA	NA
cg20957428	0.653741836	0.629550236	0.726477076	0.568684011	0.637567054	0.650565589
cg20960322	NA	NA	NA	NA	NA	NA
cg20981163	NA	NA	NA	NA	NA	NA
cg20996351	0.368320244	0.352405936	0.299128004	0.317099529	0.341245975	0.311982601
cg20999347	NA	NA	NA	NA	NA	NA
cg21009572	NA	NA	NA	NA	NA	NA
cg21016177	0.091199873	0.095744868	0.119341268	0.08291145	0.130538206	0.116605304
cg21030400	0.835471618	0.88040652	0.856983501	0.814418996	0.853086695	0.833010572
cg21034324	NA	NA	NA	NA	NA	NA
cg21050234	0.382896994	0.369149633	0.441621208	0.369715149	0.306623119	0.279530648
cg21053147	NA	NA	NA	NA	NA	NA
cg21070081	NA	NA	NA	NA	NA	NA
cg21103269	0.960945648	0.960224113	0.966393835	0.96375769	0.964226808	0.964982096
cg21142447	NA	NA	NA	NA	NA	NA
cg21149357	NA	NA	NA	NA	NA	NA
cg21161126	0.651139665	0.756174269	0.674107317	0.868174949	0.735864673	0.743031565
cg21163717	0.97025858	0.966910787	0.975184849	0.9629778	0.952651165	0.960284572
cg21165029	0.350701294	0.328204387	0.379509343	0.36587255	0.377190623	0.443970096
cg21187068	0.918289912	0.945971916	0.946076452	0.912531188	0.913863686	0.936142593
cg21211413	0.774951365	0.741960292	0.64187012	NA	0.753038797	0.807761955
cg21220726	0.957727118	0.952187241	0.960402793	0.920975267	0.948153807	0.923881396
cg21235415	NA	NA	NA	NA	NA	NA
cg21242448	NA	NA	NA	NA	NA	NA
cg21255657	0.158772246	0.113709873	0.140422475	0.180412059	0.139278887	0.158593015
cg21292008	0.185836144	0.094666944	0.139181906	0.144477911	0.268730897	0.10428226
cg21301063	0.943455337	0.931737597	0.94168349	0.93381532	0.952085709	0.942982547
cg21434132	0.075124435	0.086615706	0.065185214	0.076104052	0.09389588	0.152945325
cg21437345	0.958386345	0.955026371	0.953888016	0.949558086	0.956688652	0.944704392
cg21453758	0.861468274	0.725735083	0.849797149	0.837996246	0.878804024	0.828056059
cg21484940	0.439046208	0.311407358	0.354683401	0.375655356	0.403450459	0.427660419
cg21486834	0.649942844	0.654003976	0.825278907	0.60386495	0.713734881	0.618719042
cg21492127	NA	NA	NA	NA	NA	NA
cg21520549	0.889684688	0.896627018	0.921451617	0.887552855	0.912455157	0.906114081
cg21524061	NA	NA	NA	NA	NA	NA
cg21544437	NA	NA	NA	NA	NA	NA
cg21564965	0.778773845	0.711958722	0.571820929	0.939660072	0.793695076	0.653028656
cg21584883	NA	NA	NA	NA	NA	NA
cg21647257	0.118496301	0.130110827	0.110777075	0.180874533	0.156244295	0.142691359
cg21659346	NA	NA	NA	NA	NA	NA
cg21681109	0.255787114	0.214162545	0.230076443	0.185004702	0.23495535	0.293107971
cg21699341	0.709756051	0.690946272	0.708538235	0.617624643	0.656411526	0.673886112
cg21699342	0.776262003	0.842272077	0.731466344	0.821642774	0.89595617	0.901014707
cg21755755	0.879944506	0.918496615	0.895309627	0.851115092	0.883045121	0.877719642
cg21770322	0.482623094	0.442309411	0.516578006	0.520412621	0.423903859	0.425848724
cg21806592	0.904532405	0.898812598	0.91984351	0.844548742	0.8970293	0.881565885
cg21812850	NA	NA	NA	NA	NA	NA
cg21816685	0.644483414	0.656648708	0.739445658	0.527354573	0.65493645	0.618185131
cg21830341	0.94189586	0.93095643	0.933605015	0.937338512	0.937279503	0.927086371
cg21862099	NA	NA	NA	NA	NA	NA
cg21871330	0.898201811	0.895621301	0.914820081	0.852190685	0.935411559	0.90352072
cg21929771	0.029979641	0.027964295	0.03683602	0.029181096	0.024638445	0.035251907
cg21934015	0.766332517	0.774918988	0.766146777	0.747250639	0.80820179	0.841660998
cg21936454	0.943026727	0.939691816	0.919321207	0.923081686	0.940693594	0.938073857
cg21969116	0.944796466	0.932722114	0.938952694	0.878235758	0.944562704	0.900581214
cg21978135	NA	NA	NA	NA	NA	NA
cg21984645	0.896247915	0.907511514	0.878188085	0.887208088	0.872634245	0.913577631
cg22022041	NA	NA	NA	NA	NA	NA
cg22036813	0.160928441	0.171710325	0.165110714	0.131526759	0.178800416	0.133935863
cg22037249	NA	NA	NA	NA	NA	NA
cg22059769	NA	NA	NA	NA	NA	NA
cg22060621	0.107957733	0.093129105	0.133321156	0.096131154	0.107951329	0.091288126
cg22079827	0.942688738	0.937113189	0.935282028	0.918633095	0.955967268	0.916417051
cg22080628	0.837355304	0.846340159	0.848102784	0.738539607	0.756826764	0.799766387
cg22111694	NA	NA	NA	NA	NA	NA
cg22158068	0.81605955	0.856426084	0.878489242	0.825402208	0.877177633	0.852505474
cg22160121	0.454067857	0.455460777	0.394164451	0.350431336	0.462683156	0.368832277
cg22178798	0.263513034	0.268931915	0.28185669	0.138089452	0.291286405	0.259152221
cg22185774	0.964414756	0.953724537	0.963038923	0.938211493	0.952820097	0.949383148
cg22237495	NA	NA	NA	NA	NA	NA
cg22244986	0.788713049	0.753136666	0.681693838	0.784750524	0.72407933	0.736452689
cg22250498	0.114015486	0.086128596	0.096190476	0.114495292	0.132779117	0.120866089
cg22309983	NA	NA	NA	NA	NA	NA
cg22337407	NA	NA	NA	NA	NA	NA
cg22356347	0.926611894	0.935410218	0.924149058	0.90142378	0.91850349	0.925329028
cg22356541	0.931690928	0.920615047	0.95209394	NA	0.922418669	0.892186707
cg22370480	0.078141921	0.097666474	0.061104608	0.088610047	0.091742035	0.081439778
cg22388260	0.524315191	0.591962034	0.604691842	0.741534053	0.617631012	0.533741789
cg22398259	0.868755168	0.842772333	0.768459696	0.899020192	0.875863975	0.892725926
cg22402398	NA	NA	NA	NA	NA	NA
cg22442841	0.127663101	0.108990201	0.106252602	0.127795309	0.125555037	0.1010081
cg22487450	NA	NA	NA	NA	NA	NA
cg22495968	0.944926756	0.938921929	0.949529492	0.904221088	0.939871132	0.922619417
cg22508145	NA	NA	NA	NA	NA	NA
cg22515654	0.72723147	0.73669147	0.807071514	0.712446121	0.674829007	0.736183751
cg22535849	NA	NA	NA	NA	NA	NA
cg22561727	0.840985031	0.874406267	0.865562224	0.76440425	0.877644046	0.838810818
cg22561794	NA	NA	NA	NA	NA	NA
cg22573528	0.427977289	0.442652192	0.390915755	0.506397674	0.422339228	0.400509997
cg22576950	0.74015301	0.777863032	0.784154507	0.713863118	0.782883921	0.750255351
cg22577606	NA	NA	NA	NA	NA	NA
cg22603433	NA	NA	NA	NA	NA	NA
cg22633036	0.387568118	0.341125643	0.339722471	0.33818617	0.362905785	0.391867456
cg22641350	NA	NA	NA	NA	NA	NA
cg22665383	0.755088693	0.710381502	0.751268629	0.821249267	0.795614292	0.786692963
cg22673269	0.945982268	0.93309009	0.951092619	0.873900404	0.931933129	0.908093177
cg22685807	0.150927834	0.124815158	0.080319253	0.053459001	0.104363077	0.165389188
cg22692511	NA	NA	NA	NA	NA	NA
cg22708902	NA	NA	NA	NA	NA	NA
cg22791632	0.059097761	0.045670559	0.068802614	0.046890995	0.056165986	0.051650362
cg22798247	NA	NA	NA	NA	NA	NA
cg22802793	NA	NA	NA	NA	NA	NA
cg22816596	NA	NA	NA	NA	NA	NA
cg22850234	NA	NA	NA	NA	NA	NA
cg22853943	0.96421995	0.957896097	0.943985876	0.946270573	0.954621912	0.95823303
cg22857109	NA	NA	NA	NA	NA	NA
cg22865905	NA	NA	NA	NA	NA	NA
cg22871721	NA	NA	NA	NA	NA	NA
cg22874989	0.556896749	0.549709305	0.55411849	0.57802853	0.569823305	0.5975042
cg22892043	0.457744452	0.426044559	0.347680936	0.612639035	0.496922349	0.455373156
cg22905097	0.208405658	0.155747265	0.173834245	0.12441241	0.21510873	0.176277757
cg22926869	NA	NA	NA	NA	NA	NA
cg22931151	NA	NA	NA	NA	NA	NA
cg22953237	NA	NA	NA	NA	NA	NA
cg22954645	0.876882209	0.895936449	0.918938626	NA	0.84466024	NA
cg22971153	NA	NA	NA	NA	NA	NA
cg22986662	NA	NA	NA	NA	NA	NA
cg22990388	0.93182998	0.941025757	0.936583336	0.89738029	0.941304497	0.916121532
cg22991148	0.121674027	0.103753252	0.085480707	0.13082491	0.106261826	0.121425466
cg22999620	NA	NA	NA	NA	NA	NA
cg23019589	NA	NA	NA	NA	NA	NA
cg23026864	0.027014664	0.02133687	0.016087041	0.03762775	0.020715692	0.032911855
cg23029597	NA	NA	0.533162879	NA	0.869162265	NA
cg23030676	0.947919031	0.9482589	0.961245892	0.911056148	0.941667421	0.920191268
cg23046154	0.918258023	0.922926574	0.919522175	0.911303902	0.923799004	0.906472644
cg23048051	NA	NA	NA	NA	NA	NA
cg23052037	0.93979226	0.951680402	0.951885643	0.922470431	0.950496831	0.93812859
cg23069046	NA	NA	NA	NA	NA	NA
cg23077449	NA	NA	NA	NA	NA	NA
cg23091057	0.736167806	0.749625289	0.716979084	0.664598188	0.699387801	0.70633885
cg23096020	0.847016265	0.873448835	0.930940745	0.847550108	0.856319998	0.86057857
cg23103043	0.909580742	0.911562783	0.924886936	NA	0.918095084	0.865512774
cg23200818	0.77690191	0.765239508	0.826786747	0.632973119	0.797897036	0.73966588
cg23205521	0.868110462	0.871667821	0.908345498	NA	0.891806653	0.863905629
cg23209941	NA	NA	NA	NA	NA	NA
cg23229016	0.777292344	0.757838041	0.826464589	0.697471645	0.772306637	0.728661283
cg23231268	0.934892141	0.968041444	0.914010559	0.979064629	0.982696423	0.984263438
cg23231631	NA	NA	NA	NA	NA	NA
cg23241448	0.306501593	0.343662885	0.485904801	0.268633739	0.470405563	0.404174375
cg23245997	0.911184496	0.866229195	0.894885602	0.814978191	0.777204242	0.820566255
cg23247955	0.648835913	0.69637421	0.761133613	0.560806385	0.741001156	0.621128301
cg23273041	0.927391824	0.930615591	0.947777212	0.892153975	0.932470762	0.917785126
